id,echantillon_id,wl,wp,ip_generated,meta,created_at,ip_calculated
feb94b36-cd69-4768-8686-a148d8419c41,0b75f7a6-1225-4b8c-88cb-4264939a2be9,50.34,22.64,27.7,{},2025-11-04 17:30:22.428000,27.700000000000003
73214d80-dd4c-4b55-b1a6-0fb01c2a2c89,ec6aa336-29c8-4c80-9574-25f2cffc53f6,65.68,36.64,29.04,{},2025-11-04 17:30:22.428000,29.040000000000006
b19cb310-72a4-426f-bee2-25a54a749615,fc3b7cba-1dfe-4fea-bd2c-265f2a0b4d87,58.42,24.61,33.81,{},2025-11-04 17:30:22.428000,33.81
164e1373-2d48-4a1c-95bf-3206fb9ea5ba,95384d48-0f85-4508-8fac-d89546de296c,48.65,19.11,29.54,{},2025-11-04 17:30:22.428000,29.54
26297bb8-68ff-4651-ab62-d339c98fca87,6113b9cb-af59-4b8f-96bf-f3799292317d,51.12,17.56,33.56,{},2025-11-04 17:30:22.428000,33.56
59fe42da-6876-46f7-a399-43cc7fe22b9c,98e3a1ef-aa1c-4d64-aa28-31222eeb3c1a,51.0,18.95,32.05,{},2025-11-04 17:30:22.428000,32.05
9e52b134-974b-4ffb-b24c-2bafe1fae7fb,693208ea-8dd2-4872-9395-ff34deb91471,41.8,22.0,19.8,{},2025-11-04 17:30:22.428000,19.799999999999997
384698b4-253a-4156-bdfb-3a3c34024e63,c779e7c5-17a6-4d6e-98e5-e5666d67341e,43.39,23.0,20.39,{},2025-11-04 17:30:22.428000,20.39
b6d346aa-a1b6-44a0-a067-b38f86428c9f,f5160c4a-e710-426f-b8c0-1b4f3583e2cb,40.91,22.0,18.91,{},2025-11-04 17:30:22.428000,18.909999999999997
610e9e10-4034-4e43-bcca-91d0858663d0,96137af7-9545-4c5e-ab27-7a2768076d97,32.91,11.93,20.98,{},2025-11-04 17:30:22.428000,20.979999999999997
1eef669a-03ac-4912-9de9-3cdb14e59a15,38b923f2-bd4a-462e-ac23-e763af0906b0,37.87,12.12,25.75,{},2025-11-04 17:30:22.428000,25.75
ca813056-d72f-4a0a-9c67-8778390e652c,4b0923b6-f3df-42a6-ac02-72ec6520ca5c,43.38,13.37,30.01,{},2025-11-04 17:30:22.428000,30.010000000000005
78c928a9-fa91-465d-8684-e103f62b4a55,167549f5-c430-42d9-879b-3cf63747108a,45.04,11.28,33.76,{},2025-11-04 17:30:22.428000,33.76
88b9bf1a-024b-405e-bfb4-4f5171072982,07c623d7-1abe-4a1a-9002-e10efdc09ff8,47.91,9.91,38,{},2025-11-04 17:30:22.428000,38.0
fd5c43f5-7d33-4a25-b3c3-990d3fadfbcc,c160842d-ada8-4900-b8ee-10f84e9fbc0a,51.79,13.59,38.2,{},2025-11-04 17:30:22.428000,38.2
cf3dadfb-b597-4f59-8cd2-af61930f1c91,152cffc3-1025-4202-950b-fd7e7267ceb8,48.27,19.52,28.75,{},2025-11-04 17:30:22.428000,28.750000000000004
c763c123-3fd2-4228-8dc2-7a671c072e1a,a07f9ce9-b8ea-4de5-8a07-dded63cbd9de,53.93,20.48,33.45,{},2025-11-04 17:30:22.428000,33.45
618c185d-f776-426a-b9c4-39ce2ca398a5,83b613d8-54b3-4122-be78-47779e0e303d,54.81,15.0,39.81,{},2025-11-04 17:30:22.428000,39.81
e6b1beaa-c1ca-4bb2-9191-2e65f4160806,473edca1-8cbc-40ba-bb20-4c20df910ca3,43.2,20.73,22.47,{},2025-11-04 17:30:22.428000,22.470000000000002
6f4fc37c-7ed8-4cea-9616-b270129db1fc,9265be5b-2b68-4a4d-8514-ce06a819c9ac,46.08,20.73,25.35,{},2025-11-04 17:30:22.428000,25.349999999999998
c6439d84-f517-4a7d-bfbd-afe35fe8d88b,de2fb786-9f42-4711-9bfc-ea9bac4ecea1,48.47,22.45,26.02,{},2025-11-04 17:30:22.428000,26.02
c597814d-b7c6-4f05-ae96-727a1f4e945f,bf35565e-4df4-48b1-9b15-5ff621ea0611,28.3,8.0,20.3,{},2025-11-04 17:30:22.428000,20.3
35cd73ef-d388-4c0e-a532-0089d74f9d8d,e261fc8f-7fe9-42a2-852c-37a3350fc5f6,29.86,12.0,17.86,{},2025-11-04 17:30:22.428000,17.86
db785552-3638-4e22-ac79-a6492374a6de,f25e8731-a093-4c25-a1d4-a21db40d92b8,32.99,10.78,22.21,{},2025-11-04 17:30:22.428000,22.21
ff2cd5cc-1ce1-48f1-9981-89d75034b056,d607d637-f268-4bfc-b935-442cfa147cf5,50.34,22.64,27.7,{},2025-11-04 17:59:58.507000,27.700000000000003
41f70e07-bc51-420d-8014-48e9ffc49b79,d78ed39f-53e0-4a7b-a834-84df5e3c7ba0,65.68,36.64,29.04,{},2025-11-04 17:59:58.507000,29.040000000000006
96d49177-4629-44ff-8959-518265319c2c,4071c494-e14d-477d-a869-46caeac7ee29,58.42,24.61,33.81,{},2025-11-04 17:59:58.507000,33.81
44148823-7540-43f8-8e49-99b59e208b63,47d3e6de-2fcc-4cf6-a958-c723cc45045d,48.65,19.11,29.54,{},2025-11-04 17:59:58.507000,29.54
937cafa0-5c8b-43b8-9100-42761d87e478,5aff50f3-bc3b-4b4d-83ed-fcebf0954f25,51.12,17.56,33.56,{},2025-11-04 17:59:58.507000,33.56
b7ebcba9-32c8-44d5-b4d3-7040bcc85c65,1528bee0-330a-4f1b-bcf7-aef6b3fa6f63,51.0,18.95,32.05,{},2025-11-04 17:59:58.507000,32.05
8113072f-3935-41d9-a5de-306b4b58d500,451d1e98-39d4-4ad5-b7dd-e3723afcd580,41.8,22.0,19.8,{},2025-11-04 17:59:58.507000,19.799999999999997
24931eb6-f207-420f-b0dd-3ae8854d75f9,b39c6e6d-5aa1-445b-afe2-7e1117634468,43.39,23.0,20.39,{},2025-11-04 17:59:58.507000,20.39
1192ba0f-9bbe-447b-984a-20800b77e86a,fb60f0c5-e222-4c26-8b38-f5cf47c92aa5,40.91,22.0,18.91,{},2025-11-04 17:59:58.507000,18.909999999999997
7e2de945-f009-4f5e-b9e9-825f0c6b1cb6,6f31c250-d889-404b-b504-bab29d7a4cad,32.91,11.93,20.98,{},2025-11-04 17:59:58.507000,20.979999999999997
deeab3db-bb55-4ac2-90e2-388fcbc303b7,4c78af20-009a-4138-92bb-a899148a8e59,37.87,12.12,25.75,{},2025-11-04 17:59:58.507000,25.75
afb9592f-56b8-42f0-9448-13b1f0ce9030,27d270b8-1eba-4f08-aa94-f020cd9b0254,43.38,13.37,30.01,{},2025-11-04 17:59:58.507000,30.010000000000005
cab87ffd-6544-4669-8be9-810d335485a9,3fec2ee4-388e-4abb-8bba-a35bcb1545e1,45.04,11.28,33.76,{},2025-11-04 17:59:58.507000,33.76
11af0727-e366-40e8-9ebb-7241cbb08c38,6a306858-a4d9-4e84-b59e-e2f60b572844,47.91,9.91,38,{},2025-11-04 17:59:58.507000,38.0
1f021ff1-a28c-4f1d-bbcb-f9b5d5764668,9fab9d0b-f8af-461f-89e3-01683ac91d7f,51.79,13.59,38.2,{},2025-11-04 17:59:58.507000,38.2
d9ffaa83-611a-435d-8323-6a6f3d2426b2,0ce0bb67-1283-4948-adcd-129d1279f117,48.27,19.52,28.75,{},2025-11-04 17:59:58.507000,28.750000000000004
451a1723-a3c0-48fd-a18e-80eaf9ad14aa,7cc80101-3a25-4bbf-9e04-c5e312ae6b39,53.93,20.48,33.45,{},2025-11-04 17:59:58.507000,33.45
e6bb6f32-19e6-4ffb-ba01-103bf5af9ddb,158189bf-a194-4c44-badc-da9219bcc3aa,54.81,15.0,39.81,{},2025-11-04 17:59:58.507000,39.81
2b883e55-c384-445c-be0a-e32cf1b2562d,76f8780b-2e77-45bc-89a6-65818b96266a,43.2,20.73,22.47,{},2025-11-04 17:59:58.507000,22.470000000000002
f8186dca-f76d-4910-8832-0e91485f5a50,4c11a72b-4d37-4640-b549-a97cd2bd5ac5,46.08,20.73,25.35,{},2025-11-04 17:59:58.507000,25.349999999999998
8da4e026-a38e-4df9-a0a4-2f48af9343f5,aa814458-f549-4442-a2b9-d4991d0576b6,48.47,22.45,26.02,{},2025-11-04 17:59:58.507000,26.02
05276e96-813e-4711-956c-59056abc02c8,b3b84e11-1367-48da-aa73-acbaaeed3d76,28.3,8.0,20.3,{},2025-11-04 17:59:58.507000,20.3
d024b501-467d-47cc-956d-e799bab4b7cd,a8711f3a-3857-4160-93e1-51f96123804c,29.86,12.0,17.86,{},2025-11-04 17:59:58.507000,17.86
87d6ee9e-3c2d-4869-9477-7cb9558ebc67,9eadea2c-d8bc-4a2a-9465-87705a82f062,32.99,10.78,22.21,{},2025-11-04 17:59:58.507000,22.21
74c88598-1b2c-411d-bf8b-7c1010887dbf,a1b7d7d8-0665-4ec9-a88e-2d106ab961ef,50.34,22.64,27.7,{},2025-11-04 18:01:47.901000,27.700000000000003
9563bc9e-f039-4480-a632-09638e7d5809,b6c72fc5-5926-46af-9809-7d6deaa79f27,65.68,36.64,29.04,{},2025-11-04 18:01:47.901000,29.040000000000006
120bfe2f-d2af-424f-ae4c-3f3775546ade,c3dc59d2-4b9a-4f2e-8511-8f41300d3a60,58.42,24.61,33.81,{},2025-11-04 18:01:47.901000,33.81
2e63c667-0369-484f-8fd5-badb17f17ea2,3fe2ef38-413a-456b-af69-a4eb788b70f2,48.65,19.11,29.54,{},2025-11-04 18:01:47.901000,29.54
288e4656-c5c4-4eff-b449-df93b5912148,18f7ec1b-0fea-47f0-9d50-8227f0746a2c,51.12,17.56,33.56,{},2025-11-04 18:01:47.901000,33.56
9f9a51db-5646-4504-9bea-936cffe43f6b,94e5bc7d-eb69-4c6d-993c-3df04de3af1e,51.0,18.95,32.05,{},2025-11-04 18:01:47.901000,32.05
84b1f121-dfa0-4bc1-a2fe-dbcbfcbeaac8,ba6b39cc-2d05-48dc-9404-0411ac32bd82,41.8,22.0,19.8,{},2025-11-04 18:01:47.901000,19.799999999999997
7f2fccba-60c4-4b7c-a692-61dbd4f90b2e,c061bd2f-dfe4-4fe3-94bf-1f9bf364405c,43.39,23.0,20.39,{},2025-11-04 18:01:47.901000,20.39
b769d3da-265f-4997-8ac2-0a9128e5e011,6c1afb13-908a-4267-8e19-6d9bf90fe406,40.91,22.0,18.91,{},2025-11-04 18:01:47.901000,18.909999999999997
5dc3aabb-4e6c-4896-a0ba-6dd2d9c1a916,f3d92f42-76d3-4777-958d-c88f136901aa,32.91,11.93,20.98,{},2025-11-04 18:01:47.901000,20.979999999999997
fd37f149-6eed-4f48-9010-2d1c2bb64f4b,6676bde8-f9a0-4d5f-b9a3-639da330ed63,37.87,12.12,25.75,{},2025-11-04 18:01:47.901000,25.75
469823d6-3910-47eb-95d7-6eb2d94d4065,c12850f2-576d-4fa3-bcbb-4d61d606402c,43.38,13.37,30.01,{},2025-11-04 18:01:47.901000,30.010000000000005
5f4ad37f-f6bd-4e3e-81aa-e8790e3fefaf,7a219304-994b-433f-9de4-0b2305f4fe6b,45.04,11.28,33.76,{},2025-11-04 18:01:47.901000,33.76
47ec44c2-60e4-48b1-80dc-aa09e98f4c1a,ebd1283f-c538-4e68-b932-1c47a60607ac,47.91,9.91,38,{},2025-11-04 18:01:47.901000,38.0
f739687e-71d7-4240-8bcc-d9cb8072386c,92e4c2ed-1e5c-4097-bc40-a2447b8523f2,51.79,13.59,38.2,{},2025-11-04 18:01:47.901000,38.2
ef01b348-fca4-450a-848c-cf964a3a3d22,7abda970-1143-45af-a922-4f2afefb9d95,48.27,19.52,28.75,{},2025-11-04 18:01:47.901000,28.750000000000004
a0b4802c-aa78-41c4-9c7b-42ac53064f6a,879790b1-f84e-4bf2-aa34-a7b4a5790312,53.93,20.48,33.45,{},2025-11-04 18:01:47.901000,33.45
9f2760ff-d5f5-41bb-a0c9-c26309616398,c9a3e842-5716-4545-bf3e-03d9111d94aa,54.81,15.0,39.81,{},2025-11-04 18:01:47.901000,39.81
02247396-ac96-4d77-936f-6c67fc712548,10c4041a-8418-45db-92ba-4f89bbcec71f,43.2,20.73,22.47,{},2025-11-04 18:01:47.901000,22.470000000000002
41cb8056-aab4-4d75-95a8-6b5d2b9b7e4f,9dd8fd73-c8cb-4d7a-8766-9529a2dcaad6,46.08,20.73,25.35,{},2025-11-04 18:01:47.901000,25.349999999999998
becffc1c-06fc-46c5-8958-a72968abc971,a08442d3-6acf-4d0c-ab73-e947fffaaf1f,48.47,22.45,26.02,{},2025-11-04 18:01:47.901000,26.02
a18f091a-c9da-43fb-b97c-fdc03ac8d856,34e11187-c7dd-4276-8510-0d74e208b963,28.3,8.0,20.3,{},2025-11-04 18:01:47.901000,20.3
4863b8b7-2835-4190-ba0c-c526d8600353,34782b1f-26bb-481e-abe4-f5e325402b9d,29.86,12.0,17.86,{},2025-11-04 18:01:47.901000,17.86
fd883227-736b-4bbf-8a04-ed51bad1d5eb,356544d0-6efc-40bb-9b92-8a2ad5afdabb,32.99,10.78,22.21,{},2025-11-04 18:01:47.901000,22.21
7eedc404-a0c8-4973-9b3b-497992024485,44cc4a58-8fc9-4ab5-8462-f1850d19668a,50.34,22.64,27.7,{},2025-11-04 18:04:56.535000,27.700000000000003
1e754438-cad0-4ce0-8630-38de60a28651,e0ee3e6b-8b9e-4f69-b5d9-fda9dafd75df,65.68,36.64,29.04,{},2025-11-04 18:04:56.535000,29.040000000000006
6c519c09-f8f3-415b-b795-7fa57845ae4c,3eddcf89-7dc9-4c79-a1a6-28adda38335f,58.42,24.61,33.81,{},2025-11-04 18:04:56.535000,33.81
b1c36078-46c8-444a-82b8-28da6c83877b,50efed3e-e0fb-46fa-91c2-66e3d0b70e74,48.65,19.11,29.54,{},2025-11-04 18:04:56.535000,29.54
f7acf5a7-cd9b-437c-8f72-08615ca25650,a75d0758-d3a7-4016-ac7f-5a6fecf55d61,51.12,17.56,33.56,{},2025-11-04 18:04:56.535000,33.56
4f10cbf6-2207-4c3f-a88c-30d3d8ea762b,263ea981-7474-4281-940b-49ad31fbc6a4,51.0,18.95,32.05,{},2025-11-04 18:04:56.535000,32.05
987e1626-4204-4bf3-a601-b3c870064423,baafe72a-c077-4fbd-bdd5-07136941849e,41.8,22.0,19.8,{},2025-11-04 18:04:56.535000,19.799999999999997
347a9255-2ee9-471e-a05a-de5f172cf9fd,eb8aad2b-b56b-41d2-ac7f-3f6792790b26,43.39,23.0,20.39,{},2025-11-04 18:04:56.535000,20.39
b038cd4d-e1b8-450d-83f0-e1ee0487cdda,0b69b52b-62a2-49b8-9c30-01826e8e0793,40.91,22.0,18.91,{},2025-11-04 18:04:56.535000,18.909999999999997
d71e0463-7104-44ab-8d05-0fa03e46257e,1dfb0591-d1c9-4b18-b476-cae5fdaa6e94,32.91,11.93,20.98,{},2025-11-04 18:04:56.535000,20.979999999999997
bb9acaa7-1410-457f-b633-30b2632ad3ac,4a185a14-5aeb-4097-93ca-703d04caae72,37.87,12.12,25.75,{},2025-11-04 18:04:56.535000,25.75
7fb17c34-7a7a-4150-bc6f-3892ba29a3e8,4cc4ef12-a578-4328-8c6e-d16061f674dc,43.38,13.37,30.01,{},2025-11-04 18:04:56.535000,30.010000000000005
4b8bc140-3ceb-48f0-a184-12577b03d5a4,f450ca11-1fed-454a-b6d7-b3b15c3ef715,45.04,11.28,33.76,{},2025-11-04 18:04:56.535000,33.76
e240b4fb-e9c4-4dfa-92c9-3f3eb2b567c9,93769abe-89ab-4edd-9fe8-ca605e986fc2,47.91,9.91,38,{},2025-11-04 18:04:56.535000,38.0
2ba6f0b7-295a-4480-aed7-f1f8d011d05a,96e6618f-337e-4f3e-bb6e-6b4ecbb6fc2c,51.79,13.59,38.2,{},2025-11-04 18:04:56.535000,38.2
ce3a19eb-0b46-4cce-a32e-4dcad62620fb,637a644e-a749-4a90-9208-0bb3fbe43bbd,48.27,19.52,28.75,{},2025-11-04 18:04:56.535000,28.750000000000004
5d0db1da-a659-486d-9473-31bc1de3671e,0fb9568e-0b63-421a-814c-5060f4b0075f,53.93,20.48,33.45,{},2025-11-04 18:04:56.535000,33.45
bfd17553-c1ba-4b8a-87de-c5b43f548c38,39199f68-83c3-4dcb-a112-b08590f93450,54.81,15.0,39.81,{},2025-11-04 18:04:56.535000,39.81
cf8efcdd-c557-420f-8875-41f736d640ae,36fc2133-4ec2-4ba1-a736-b2ce14ddb203,43.2,20.73,22.47,{},2025-11-04 18:04:56.535000,22.470000000000002
4d47f1b0-1dca-41c5-8e2d-8f854cd9247b,5e5fc394-4efa-4cea-b430-308ece73af60,46.08,20.73,25.35,{},2025-11-04 18:04:56.535000,25.349999999999998
77845bf1-e515-4953-94ef-79a809c5534e,ebf2fd7b-0aa2-47d9-86db-3a86f2a655b9,48.47,22.45,26.02,{},2025-11-04 18:04:56.535000,26.02
91c8f64e-123d-4092-8d7c-bc88ce4f0014,6858548a-c491-4753-8873-61746c180d37,28.3,8.0,20.3,{},2025-11-04 18:04:56.535000,20.3
9565fe3f-394d-4c83-8168-a97b06bd7721,5fbb6320-63e3-4894-91ab-475a03273536,29.86,12.0,17.86,{},2025-11-04 18:04:56.535000,17.86
f855caf8-ab10-425b-b249-66b36ad572c2,d6364e2c-b30b-47f5-a3aa-574e4ab0d7ac,32.99,10.78,22.21,{},2025-11-04 18:04:56.535000,22.21
8309cfc0-f964-4c62-be22-1382f55bed66,ef26a447-0c46-4b9d-88c4-f2b84256bf81,50.34,22.64,27.7,{},2025-11-04 18:36:12.098000,27.700000000000003
fddd7ba9-a0f4-4516-ad90-deecd1b57626,28e3d4de-256d-42a7-aa74-0c0b9cd9c80e,65.68,36.64,29.04,{},2025-11-04 18:36:12.098000,29.040000000000006
25d7d926-e62a-4dd3-947b-fda90c49de66,77635085-3a85-4962-8bda-337c6bb8cb57,58.42,24.61,33.81,{},2025-11-04 18:36:12.098000,33.81
fd93686a-f44c-4c9e-beea-8778d83c5939,4422539a-e540-4266-9b1b-5f8b7d491ac5,48.65,19.11,29.54,{},2025-11-04 18:36:12.098000,29.54
38fa54a3-d30a-4f4d-b5b9-212543de030d,625155ca-add1-440a-b7e6-e4be4ab3e87c,51.12,17.56,33.56,{},2025-11-04 18:36:12.098000,33.56
27db7be8-a049-4c95-bac6-f713acea2499,503fc8bf-96c4-4230-9f1d-111791a373b6,51.0,18.95,32.05,{},2025-11-04 18:36:12.098000,32.05
5278d906-74b1-4d0e-ac80-3ac18e5e1f5f,364c02c3-6a5b-4b1e-9d25-08330291d5d2,61.56,24.11,37.45,{},2025-11-04 18:36:12.098000,37.45
91385b2c-f917-4109-a527-7ef2b00585f8,d07a26be-6b05-471f-9c84-fbd2a053da27,55.08,21.07,34.01,{},2025-11-04 18:36:12.098000,34.01
8de745de-108f-41c4-af73-9931c3aa4f7a,1e31a7a1-c8df-4461-aba4-f3baa0aec007,54.19,17.5,36.69,{},2025-11-04 18:36:12.098000,36.69
593d4d83-3ad8-4f9a-a666-306ebd89dc8b,3acc692b-006e-4f52-ab8b-cb795fd80b01,41.8,22.0,19.8,{},2025-11-04 18:36:12.098000,19.799999999999997
640ede2b-a8de-485e-a646-b626b40eb7c5,7ea0a61e-ef81-4e1e-a6c2-6cb8eccd6cdf,43.39,23.0,20.39,{},2025-11-04 18:36:12.098000,20.39
6e29004e-0f30-4610-bdf3-d320a54fc1a8,4bd3c754-aedf-4332-9cff-74e5c0240ad4,40.91,22.0,18.91,{},2025-11-04 18:36:12.098000,18.909999999999997
bc9c71b7-d111-4521-8af0-ff2a18eb6fcc,b5a4d8a8-239b-4f2b-ab4c-5cf674f10ea3,69.96,37.0,32.96,{},2025-11-04 18:36:12.098000,32.959999999999994
75d6fd61-6d12-445e-8dfc-271852859fa3,99ce00ff-587a-4dac-a333-bb047ec6bf08,37.74,19.0,18.74,{},2025-11-04 18:36:12.098000,18.740000000000002
82bf1dab-e0c8-4175-8655-3bb68c6d3c19,554ab53f-7427-4802-8769-0b81b1b7e8d2,46.5,31.0,15.5,{},2025-11-04 18:36:12.098000,15.5
d36cd193-4858-40e5-9e3a-987c04b93230,87ec93eb-3476-42df-9662-38c83c5227c1,32.91,11.93,20.98,{},2025-11-04 18:36:12.098000,20.979999999999997
8a1315d9-abbb-4072-bf53-9e209bda7b66,2587b1dd-6806-4e73-a811-ca128182c9bd,37.87,12.12,25.75,{},2025-11-04 18:36:12.098000,25.75
baf28191-cdc1-4072-a033-9154a6f53adf,998c6baa-6c49-4ba4-badf-063de3f5c95f,43.38,13.37,30.01,{},2025-11-04 18:36:12.098000,30.010000000000005
cd9925f9-32d0-48ee-aa93-a6095c377817,f1609e61-036a-472c-99ca-9e08eb4c3656,45.04,11.28,33.76,{},2025-11-04 18:36:12.098000,33.76
bf312fd2-4e51-4a5e-9319-2362eec165be,0c9fe517-71cd-4783-9c6b-5f38110a435d,47.91,9.91,38,{},2025-11-04 18:36:12.098000,38.0
1df2eb0a-bfbd-448a-b74b-4bfab3fd5e5e,2fc84041-fefb-4828-b2c8-74ba2e51b77f,51.79,13.59,38.2,{},2025-11-04 18:36:12.098000,38.2
118fbf60-685b-43b3-aa6f-811b0cea7d7e,cbc10230-4a93-4fe9-ba17-2b098dfa1d07,48.27,19.52,28.75,{},2025-11-04 18:36:12.098000,28.750000000000004
e99c044c-dcc8-4b9c-81a1-e49dec8aa7e4,7ecfe602-9949-44f5-877a-64a975b17304,53.93,20.48,33.45,{},2025-11-04 18:36:12.098000,33.45
650dfd02-003b-48ef-b850-566709c73e70,b5cd8352-b85e-465c-8456-ae9c8a95bfc3,54.81,15.0,39.81,{},2025-11-04 18:36:12.098000,39.81
2f45fbb4-8708-47c3-b696-cbf05875e87f,e1080336-c6f4-45d6-b6c4-7fae1aa52ab7,43.2,20.73,22.47,{},2025-11-04 18:36:12.098000,22.470000000000002
59bf4d49-d899-497c-966f-c3b9a139fad4,e17b4488-ec69-43de-82e3-3ec0fd28cb47,46.08,20.73,25.35,{},2025-11-04 18:36:12.098000,25.349999999999998
a2e77964-3038-4a78-810f-febac4d251be,df7bcae1-e1d4-432f-a94f-7cedc7ebb25c,48.47,22.45,26.02,{},2025-11-04 18:36:12.098000,26.02
9f0cd940-9730-47f5-9734-ed557acb1672,43f96bf4-2ff3-4b80-bc33-bcb1624f802e,52.59,25.48,27.11,{},2025-11-04 18:36:12.098000,27.110000000000003
93d0c179-edb8-4456-8894-8a1278864987,0114eccf-82d5-4620-943f-d00a37f27c58,53.48,24.23,29.25,{},2025-11-04 18:36:12.098000,29.249999999999996
57b40e6d-b794-4a08-a602-887ce047c8e6,2d4c8ff0-c003-4a63-a71d-464241e18053,52.01,21.5,30.51,{},2025-11-04 18:36:12.098000,30.509999999999998
9e73ebbb-f94a-4277-9faf-08e468da8897,15c452a1-8b0d-4f8b-935c-6348f80c2b13,28.3,8.0,20.3,{},2025-11-04 18:36:12.098000,20.3
c96deaea-179a-4b59-abcf-1787b14a68cc,4cd26abf-29ae-4b8e-9db3-3fa397edd041,29.86,12.0,17.86,{},2025-11-04 18:36:12.098000,17.86
a46a86d6-5ae4-4fc6-9e19-70ac22c2e470,7d0edf69-4657-49a5-a4cd-f617df106cf8,32.99,10.78,22.21,{},2025-11-04 18:36:12.098000,22.21
60820b9a-eebc-471a-8a7f-49d98627af34,7dd775ce-4823-49a7-8597-4a4ae126f7c5,49.5,29.81,19.69,{},2025-11-04 18:36:12.098000,19.69
2cbdb47d-fc29-482b-bce0-18393dfd964e,2834545a-d4dc-4a17-a1af-3fed1801509e,59.45,27.11,32.34,{},2025-11-04 18:36:12.098000,32.34
